market_title,city,target_date,strike_type,market_low_temp,market_high_temp,market_single_strike,yes_ask,no_ask,state_collected_at,actual_high_temperature,actual_low_temperature,market_result
"Will the **high temp in Denver** be 91-92° on Jun 27, 2025?",Denver,2025-06-27,between,91,92,,52.00,54.00,2025-06-26 21:01:09,92,64,YES
"Will the **high temp in LA** be 73-74° on Jun 27, 2025?",Los Angeles,2025-06-27,between,73,74,,48.00,56.00,2025-06-26 21:01:10,73,63,YES
"Will the **high temp in Miami** be 90-91° on Jun 27, 2025?",Miami,2025-06-27,between,90,91,,50.00,55.00,2025-06-26 21:01:11,90,80,YES
"Will the **high temp in NYC** be 71-72° on Jun 27, 2025?",New York,2025-06-27,between,71,72,,40.00,65.00,2025-06-26 21:01:10,72,62,YES
"Will the **high temp in Philadelphia** be 72-73° on Jun 27, 2025?",Philadelphia,2025-06-27,between,72,73,,38.00,64.00,2025-06-26 21:01:12,74,64,NO
"Will the **high temp in Austin** be 92-93° on Jun 26, 2025?",Austin,2025-06-26,between,92,93,,37.00,67.00,2025-06-25 21:01:07,94,73,NO
"Will the high temp in Chicago be 92-93° on Jun 26, 2025?",Chicago,2025-06-26,between,92,93,,37.00,67.00,2025-06-25 21:01:08,94,75,NO
"Will the **high temp in Denver** be 86-87° on Jun 26, 2025?",Denver,2025-06-26,between,86,87,,44.00,59.00,2025-06-25 21:01:05,87,54,YES
"Will the **high temp in LA** be 72-73° on Jun 26, 2025?",Los Angeles,2025-06-26,between,72,73,,49.00,56.00,2025-06-25 21:01:06,72,62,YES
"Will the **high temp in Miami** be 88-89° on Jun 26, 2025?",Miami,2025-06-26,between,88,89,,47.00,55.00,2025-06-25 21:01:07,86,77,NO
"Will the **high temp in NYC** be <83° on Jun 26, 2025?",New York,2025-06-26,less,,83,,44.00,62.00,2025-06-25 21:01:06,89,67,NO
"Will the **high temp in Philadelphia** be 89-90° on Jun 26, 2025?",Philadelphia,2025-06-26,between,89,90,,42.00,63.00,2025-06-25 21:01:08,92,75,NO
"Will the **high temp in Austin** be 91-92° on Jun 25, 2025?",Austin,2025-06-25,between,91,92,,40.00,65.00,2025-06-24 21:01:13,94,71,NO
"Will the high temp in Chicago be >86° on Jun 25, 2025?",Chicago,2025-06-25,greater,,86,,41.00,62.00,2025-06-24 21:01:14,89,71,NO
"Will the **high temp in Denver** be <79° on Jun 25, 2025?",Denver,2025-06-25,less,,79,,61.00,47.00,2025-06-24 21:01:11,77,56,NO
"Will the **high temp in LA** be <72° on Jun 25, 2025?",Los Angeles,2025-06-25,less,,72,,47.00,59.00,2025-06-24 21:01:12,72,62,NO
"Will the **high temp in Miami** be 89-90° on Jun 25, 2025?",Miami,2025-06-25,between,89,90,,66.00,40.00,2025-06-24 21:01:13,88,74,NO
"Will the **high temp in NYC** be 94-95° on Jun 25, 2025?",New York,2025-06-25,between,94,95,,44.00,62.00,2025-06-24 21:01:12,96,81,NO
"Will the **high temp in Philadelphia** be 96-97° on Jun 25, 2025?",Philadelphia,2025-06-25,between,96,97,,43.00,63.00,2025-06-24 21:01:14,99,80,NO
"Will the **high temp in Austin** be 95-96° on Jun 24, 2025?",Austin,2025-06-24,between,95,96,,38.00,68.00,2025-06-23 21:01:12,95,70,YES
"Will the high temp in Chicago be 91-92° on Jun 24, 2025?",Chicago,2025-06-24,between,91,92,,36.00,66.00,2025-06-23 21:01:13,94,77,NO
"Will the **high temp in Denver** be 80-81° on Jun 24, 2025?",Denver,2025-06-24,between,80,81,,39.00,64.00,2025-06-23 21:01:10,80,58,YES
"Will the **high temp in LA** be 70-71° on Jun 24, 2025?",Los Angeles,2025-06-24,between,70,71,,41.00,63.00,2025-06-23 21:01:11,69,63,NO
"Will the **high temp in Miami** be 89-90° on Jun 24, 2025?",Miami,2025-06-24,between,89,90,,78.00,27.00,2025-06-23 21:01:12,91,74,NO
"Will the **high temp in NYC** be 100-101° on Jun 24, 2025?",New York,2025-06-24,between,100,101,,41.00,65.00,2025-06-23 21:01:11,99,81,NO
"Will the **high temp in Philadelphia** be 99-100° on Jun 24, 2025?",Philadelphia,2025-06-24,between,99,100,,42.00,64.00,2025-06-23 21:01:13,101,80,NO
"Will the **high temp in Austin** be 96-97° on Jun 23, 2025?",Austin,2025-06-23,between,96,97,,44.00,63.00,2025-06-22 21:01:09,97,76,YES
"Will the high temp in Chicago be 97-98° on Jun 23, 2025?",Chicago,2025-06-23,between,97,98,,48.00,58.00,2025-06-22 21:01:11,95,79,NO
"Will the **high temp in Denver** be 78-79° on Jun 23, 2025?",Denver,2025-06-23,between,78,79,,44.00,63.00,2025-06-22 21:01:08,78,52,YES
"Will the **high temp in LA** be 72-73° on Jun 23, 2025?",Los Angeles,2025-06-23,between,72,73,,50.00,55.00,2025-06-22 21:01:08,74,62,NO
"Will the **high temp in Miami** be 89-90° on Jun 23, 2025?",Miami,2025-06-23,between,89,90,,74.00,30.00,2025-06-22 21:01:10,90,81,YES
"Will the **high temp in NYC** be 94-95° on Jun 23, 2025?",New York,2025-06-23,between,94,95,,43.00,60.00,2025-06-22 21:01:09,96,80,NO
"Will the **high temp in Philadelphia** be 100-101° on Jun 23, 2025?",Philadelphia,2025-06-23,between,100,101,,53.00,54.00,2025-06-22 21:01:10,99,77,NO
"Will the **high temp in Austin** be 96-97° on Jun 22, 2025?",Austin,2025-06-22,between,96,97,,45.00,60.00,2025-06-21 21:01:18,96,74,YES
"Will the high temp in Chicago be 97-98° on Jun 22, 2025?",Chicago,2025-06-22,between,97,98,,48.00,59.00,2025-06-21 21:01:19,94,80,NO
"Will the **high temp in Denver** be 94-95° on Jun 22, 2025?",Denver,2025-06-22,between,94,95,,44.00,62.00,2025-06-21 21:01:17,93,58,NO
"Will the **high temp in LA** be 73-74° on Jun 22, 2025?",Los Angeles,2025-06-22,between,73,74,,51.00,54.00,2025-06-21 21:01:17,74,59,YES
"Will the **high temp in Miami** be 89-90° on Jun 22, 2025?",Miami,2025-06-22,between,89,90,,59.00,42.00,2025-06-21 21:01:19,89,78,YES
"Will the **high temp in NYC** be 93-94° on Jun 22, 2025?",New York,2025-06-22,between,93,94,,47.00,72.00,2025-06-21 21:01:18,88,71,NO
"Will the **high temp in Philadelphia** be 95-96° on Jun 22, 2025?",Philadelphia,2025-06-22,between,95,96,,39.00,67.00,2025-06-21 21:01:19,88,75,NO
"Will the **high temp in Austin** be 95-96° on Jun 21, 2025?",Austin,2025-06-21,between,95,96,,51.00,55.00,2025-06-20 21:01:19,95,76,YES
"Will the high temp in Chicago be 96-97° on Jun 21, 2025?",Chicago,2025-06-21,between,96,97,,43.00,58.00,2025-06-20 21:01:20,94,78,NO
"Will the **high temp in Denver** be 97-98° on Jun 21, 2025?",Denver,2025-06-21,between,97,98,,41.00,65.00,2025-06-20 21:01:18,98,60,YES
"Will the **high temp in LA** be 71-72° on Jun 21, 2025?",Los Angeles,2025-06-21,between,71,72,,45.00,61.00,2025-06-20 21:01:18,71,63,YES
"Will the **high temp in Miami** be 89-90° on Jun 21, 2025?",Miami,2025-06-21,between,89,90,,69.00,32.00,2025-06-20 21:01:19,90,78,YES
"Will the **high temp in NYC** be 86-87° on Jun 21, 2025?",New York,2025-06-21,between,86,87,,43.00,63.00,2025-06-20 21:01:18,86,72,YES
"Will the **high temp in Philadelphia** be 90-91° on Jun 21, 2025?",Philadelphia,2025-06-21,between,90,91,,40.00,61.00,2025-06-20 21:01:20,91,74,YES
"Will the **high temp in Austin** be 94-95° on Jun 20, 2025?",Austin,2025-06-20,between,94,95,,56.00,53.00,2025-06-19 21:01:05,95,76,YES
"Will the high temp in Chicago be 86-87° on Jun 20, 2025?",Chicago,2025-06-20,between,86,87,,42.00,60.00,2025-06-19 21:01:07,86,69,YES
"Will the **high temp in Denver** be 100-101° on Jun 20, 2025?",Denver,2025-06-20,between,100,101,,45.00,60.00,2025-06-19 21:01:04,99,63,NO
"Will the **high temp in LA** be 71-72° on Jun 20, 2025?",Los Angeles,2025-06-20,between,71,72,,52.00,53.00,2025-06-19 21:01:04,72,63,YES
"Will the **high temp in Miami** be 89-90° on Jun 20, 2025?",Miami,2025-06-20,between,89,90,,68.00,36.00,2025-06-19 21:01:06,90,77,YES
"Will the **high temp in NYC** be 83-84° on Jun 20, 2025?",New York,2025-06-20,between,83,84,,42.00,63.00,2025-06-19 21:01:05,82,67,NO
"Will the **high temp in Philadelphia** be 84-85° on Jun 20, 2025?",Philadelphia,2025-06-20,between,84,85,,48.00,55.00,2025-06-19 21:01:07,86,67,NO
"Will the **high temp in Austin** be 95-96° on Jun 19, 2025?",Austin,2025-06-19,between,95,96,,41.00,65.00,2025-06-18 21:01:33,96,77,YES
"Will the high temp in Chicago be 82-83° on Jun 19, 2025?",Chicago,2025-06-19,between,82,83,,44.00,57.00,2025-06-18 21:01:35,85,65,NO
"Will the **high temp in Denver** be 94-95° on Jun 19, 2025?",Denver,2025-06-19,between,94,95,,51.00,55.00,2025-06-18 21:01:31,93,58,NO
"Will the **high temp in LA** be 72-73° on Jun 19, 2025?",Los Angeles,2025-06-19,between,72,73,,51.00,54.00,2025-06-18 21:01:32,73,63,YES
"Will the **high temp in Miami** be 90-91° on Jun 19, 2025?",Miami,2025-06-19,between,90,91,,60.00,46.00,2025-06-18 21:01:34,90,79,YES
"Will the **high temp in NYC** be 89-90° on Jun 19, 2025?",New York,2025-06-19,between,89,90,,35.00,70.00,2025-06-18 21:01:32,88,71,NO
"Will the **high temp in Philadelphia** be 91-92° on Jun 19, 2025?",Philadelphia,2025-06-19,between,91,92,,48.00,58.00,2025-06-18 21:01:34,93,72,NO
"Will the **high temp in Austin** be 94-95° on Jun 18, 2025?",Austin,2025-06-18,between,94,95,,48.00,53.00,2025-06-17 21:01:08,94,78,YES
"Will the high temp in Chicago be 80-81° on Jun 18, 2025?",Chicago,2025-06-18,between,80,81,,38.00,63.00,2025-06-17 21:01:09,89,70,NO
"Will the **high temp in Denver** be 82-83° on Jun 18, 2025?",Denver,2025-06-18,between,82,83,,41.00,64.00,2025-06-17 21:01:06,80,50,NO
"Will the **high temp in LA** be 76-77° on Jun 18, 2025?",Los Angeles,2025-06-18,between,76,77,,43.00,59.00,2025-06-17 21:01:07,76,63,YES
"Will the **high temp in Miami** be 89-90° on Jun 18, 2025?",Miami,2025-06-18,between,89,90,,68.00,36.00,2025-06-17 21:01:08,90,76,YES
"Will the **high temp in NYC** be 79-80° on Jun 18, 2025?",New York,2025-06-18,between,79,80,,39.00,65.00,2025-06-17 21:01:07,84,65,NO
"Will the **high temp in Philadelphia** be 87-88° on Jun 18, 2025?",Philadelphia,2025-06-18,between,87,88,,35.00,69.00,2025-06-17 21:01:09,86,70,NO
"Will the **high temp in Austin** be 94-95° on Jun 17, 2025?",Austin,2025-06-17,between,94,95,,39.00,65.00,2025-06-16 21:01:04,94,70,YES
"Will the high temp in Chicago be 89-90° on Jun 17, 2025?",Chicago,2025-06-17,between,89,90,,38.00,63.00,2025-06-16 21:01:05,92,71,NO
"Will the **high temp in Denver** be <77° on Jun 17, 2025?",Denver,2025-06-17,less,,77,,62.00,47.00,2025-06-16 21:01:02,66,51,NO
"Will the **high temp in LA** be 75-76° on Jun 17, 2025?",Los Angeles,2025-06-17,between,75,76,,46.00,56.00,2025-06-16 21:01:03,78,62,NO
"Will the **high temp in Miami** be 90-91° on Jun 17, 2025?",Miami,2025-06-17,between,90,91,,65.00,36.00,2025-06-16 21:01:04,90,75,YES
"Will the **high temp in NYC** be 69-70° on Jun 17, 2025?",New York,2025-06-17,between,69,70,,39.00,66.00,2025-06-16 21:01:03,67,62,NO
"Will the **high temp in Philadelphia** be 76-77° on Jun 17, 2025?",Philadelphia,2025-06-17,between,76,77,,43.00,65.00,2025-06-16 21:01:05,79,63,NO
"Will the **high temp in Austin** be 95-96° on Jun 16, 2025?",Austin,2025-06-16,between,95,96,,40.00,62.00,2025-06-15 21:01:06,93,70,NO
"Will the high temp in Chicago be 86-87° on Jun 16, 2025?",Chicago,2025-06-16,between,86,87,,35.00,67.00,2025-06-15 21:01:07,88,61,NO
"Will the **high temp in Denver** be 92-93° on Jun 16, 2025?",Denver,2025-06-16,between,92,93,,39.00,65.00,2025-06-15 21:01:05,91,57,NO
"Will the **high temp in LA** be 75-76° on Jun 16, 2025?",Los Angeles,2025-06-16,between,75,76,,55.00,51.00,2025-06-15 21:01:05,75,61,YES
"Will the **high temp in Miami** be 89-90° on Jun 16, 2025?",Miami,2025-06-16,between,89,90,,63.00,38.00,2025-06-15 21:01:07,90,81,YES
"Will the **high temp in NYC** be 66-67° on Jun 16, 2025?",New York,2025-06-16,between,66,67,,46.00,57.00,2025-06-15 21:01:06,69,59,NO
"Will the **high temp in Philadelphia** be 69-70° on Jun 16, 2025?",Philadelphia,2025-06-16,between,69,70,,43.00,61.00,2025-06-15 21:01:07,67,61,NO
"Will the **high temp in Austin** be 94-95° on Jun 15, 2025?",Austin,2025-06-15,between,94,95,,41.00,65.00,2025-06-14 21:00:56,97,70,NO
"Will the high temp in Chicago be 80-81° on Jun 15, 2025?",Chicago,2025-06-15,between,80,81,,41.00,61.00,2025-06-14 21:00:57,82,57,NO
"Will the **high temp in Denver** be 92-93° on Jun 15, 2025?",Denver,2025-06-15,between,92,93,,41.00,62.00,2025-06-14 21:00:55,94,54,NO
"Will the **high temp in LA** be 75-76° on Jun 15, 2025?",Los Angeles,2025-06-15,between,75,76,,48.00,56.00,2025-06-14 21:00:55,75,60,YES
"Will the **high temp in Miami** be 89-90° on Jun 15, 2025?",Miami,2025-06-15,between,89,90,,57.00,47.00,2025-06-14 21:00:56,90,79,YES
"Will the **high temp in NYC** be <64° on Jun 15, 2025?",New York,2025-06-15,less,,64,,46.00,56.00,2025-06-14 21:00:55,64,59,NO
"Will the **high temp in Philadelphia** be 67-68° on Jun 15, 2025?",Philadelphia,2025-06-15,between,67,68,,39.00,63.00,2025-06-14 21:00:57,65,59,NO
"Will the **high temp in Austin** be 93-94° on Jun 14, 2025?",Austin,2025-06-14,between,93,94,,43.00,60.00,2025-06-13 21:00:16,95,72,NO
"Will the high temp in Chicago be <77° on Jun 14, 2025?",Chicago,2025-06-14,less,,77,,59.00,47.00,2025-06-13 21:00:17,76,58,NO
"Will the **high temp in Denver** be 93-94° on Jun 14, 2025?",Denver,2025-06-14,between,93,94,,42.00,64.00,2025-06-13 21:00:16,92,53,NO
"Will the **high temp in LA** be 72-73° on Jun 14, 2025?",Los Angeles,2025-06-14,between,72,73,,46.00,58.00,2025-06-13 21:00:16,73,62,YES
"Will the **high temp in Miami** be 89-90° on Jun 14, 2025?",Miami,2025-06-14,between,89,90,,54.00,52.00,2025-06-13 21:00:17,89,80,YES
"Will the **high temp in NYC** be 69-70° on Jun 14, 2025?",New York,2025-06-14,between,69,70,,43.00,63.00,2025-06-13 21:00:16,73,60,NO
"Will the **high temp in Philadelphia** be 70-71° on Jun 14, 2025?",Philadelphia,2025-06-14,between,70,71,,50.00,54.00,2025-06-13 21:00:17,75,65,NO
"Will the **high temp in Austin** be 93-94° on Jun 13, 2025?",Austin,2025-06-13,between,93,94,,39.00,65.00,2025-06-12 21:00:15,95,65,NO
"Will the high temp in Chicago be <78° on Jun 13, 2025?",Chicago,2025-06-13,less,,78,,35.00,69.00,2025-06-12 21:00:16,71,60,NO
"Will the **high temp in Denver** be 89-90° on Jun 13, 2025?",Denver,2025-06-13,between,89,90,,44.00,62.00,2025-06-12 21:00:15,86,54,NO
"Will the **high temp in LA** be 69-70° on Jun 13, 2025?",Los Angeles,2025-06-13,between,69,70,,45.00,61.00,2025-06-12 21:00:15,72,63,NO
"Will the **high temp in Miami** be 89-90° on Jun 13, 2025?",Miami,2025-06-13,between,89,90,,51.00,53.00,2025-06-12 21:00:16,89,76,YES
"Will the **high temp in NYC** be 76-77° on Jun 13, 2025?",New York,2025-06-13,between,76,77,,45.00,61.00,2025-06-12 21:00:15,83,68,NO
"Will the **high temp in Philadelphia** be 84-85° on Jun 13, 2025?",Philadelphia,2025-06-13,between,84,85,,48.00,58.00,2025-06-12 21:00:16,87,72,NO
"Will the **high temp in Austin** be 87-88° on Jun 12, 2025?",Austin,2025-06-12,between,87,88,,48.00,67.00,2025-06-11 21:00:14,86,70,NO
"Will the high temp in Chicago be 81-82° on Jun 12, 2025?",Chicago,2025-06-12,between,81,82,,42.00,70.00,2025-06-11 21:00:15,89,66,NO
"Will the **high temp in Denver** be 88-89° on Jun 12, 2025?",Denver,2025-06-12,between,88,89,,50.00,66.00,2025-06-11 21:00:13,88,55,YES
"Will the **high temp in LA** be 69-70° on Jun 12, 2025?",Los Angeles,2025-06-12,between,69,70,,50.00,59.00,2025-06-11 21:00:14,71,62,NO
"Will the **high temp in Miami** be 88-89° on Jun 12, 2025?",Miami,2025-06-12,between,88,89,,50.00,63.00,2025-06-11 21:00:15,90,76,NO
"Will the **high temp in NYC** be 87-88° on Jun 12, 2025?",New York,2025-06-12,between,87,88,,57.00,60.00,2025-06-11 21:00:14,87,70,YES
"Will the **high temp in Philadelphia** be 89-90° on Jun 12, 2025?",Philadelphia,2025-06-12,between,89,90,,54.00,69.00,2025-06-11 21:00:15,92,68,NO
"Will the **high temp in Austin** be <85° on Jun 11, 2025?",Austin,2025-06-11,less,,85,,37.00,69.00,2025-06-10 21:00:15,89,70,NO
"Will the high temp in Chicago be 92-93° on Jun 11, 2025?",Chicago,2025-06-11,between,92,93,,40.00,66.00,2025-06-10 21:00:16,92,64,YES
"Will the **high temp in Denver** be 88-89° on Jun 11, 2025?",Denver,2025-06-11,between,88,89,,45.00,60.00,2025-06-10 21:00:14,87,61,NO
"Will the **high temp in LA** be 71-72° on Jun 11, 2025?",Los Angeles,2025-06-11,between,71,72,,48.00,54.00,2025-06-10 21:00:15,70,61,NO
"Will the **high temp in Miami** be 87-88° on Jun 11, 2025?",Miami,2025-06-11,between,87,88,,46.00,59.00,2025-06-10 21:00:15,90,81,NO
"Will the **high temp in NYC** be 82-83° on Jun 11, 2025?",New York,2025-06-11,between,82,83,,43.00,60.00,2025-06-10 21:00:15,81,65,NO
"Will the **high temp in Philadelphia** be 86-87° on Jun 11, 2025?",Philadelphia,2025-06-11,between,86,87,,40.00,64.00,2025-06-10 21:00:15,85,67,NO
"Will the **high temp in Austin** be 90-91° on Jun 10, 2025?",Austin,2025-06-10,between,90,91,,38.00,66.00,2025-06-09 21:00:14,92,74,NO
"Will the high temp in Chicago be 80-81° on Jun 10, 2025?",Chicago,2025-06-10,between,80,81,,32.00,74.00,2025-06-09 21:00:15,78,55,NO
"Will the **high temp in Denver** be >89° on Jun 10, 2025?",Denver,2025-06-10,greater,,89,,44.00,61.00,2025-06-09 21:00:13,87,55,NO
"Will the **high temp in LA** be 69-70° on Jun 10, 2025?",Los Angeles,2025-06-10,between,69,70,,46.00,59.00,2025-06-09 21:00:14,72,61,NO
"Will the **high temp in Miami** be 88-89° on Jun 10, 2025?",Miami,2025-06-10,between,88,89,,51.00,55.00,2025-06-09 21:00:14,91,80,NO
"Will the **high temp in NYC** be 75-76° on Jun 10, 2025?",New York,2025-06-10,between,75,76,,44.00,61.00,2025-06-09 21:00:14,73,62,NO
"Will the **high temp in Philadelphia** be 81-82° on Jun 10, 2025?",Philadelphia,2025-06-10,between,81,82,,40.00,66.00,2025-06-09 21:00:15,84,64,NO
"Will the **high temp in Austin** be 95-96° on Jun 9, 2025?",Austin,2025-06-09,between,95,96,,45.00,61.00,2025-06-08 21:00:13,99,69,NO
"Will the high temp in Chicago be 74-75° on Jun 9, 2025?",Chicago,2025-06-09,between,74,75,,38.00,66.00,2025-06-08 21:00:14,71,55,NO
"Will the **high temp in Denver** be 80-81° on Jun 9, 2025?",Denver,2025-06-09,between,80,81,,41.00,63.00,2025-06-08 21:00:13,80,49,YES
"Will the **high temp in LA** be 68-69° on Jun 9, 2025?",Los Angeles,2025-06-09,between,68,69,,46.00,60.00,2025-06-08 21:00:13,69,60,YES
"Will the **high temp in Miami** be 89-90° on Jun 9, 2025?",Miami,2025-06-09,between,89,90,,58.00,47.00,2025-06-08 21:00:13,90,80,YES
"Will the **high temp in NYC** be <69° on Jun 9, 2025?",New York,2025-06-09,less,,69,,70.00,35.00,2025-06-08 21:00:13,67,62,NO
"Will the **high temp in Philadelphia** be 74-75° on Jun 9, 2025?",Philadelphia,2025-06-09,between,74,75,,46.00,60.00,2025-06-08 21:00:14,74,63,YES
"Will the **high temp in Austin** be 98-99° on Jun 8, 2025?",Austin,2025-06-08,between,98,99,,43.00,59.00,2025-06-07 21:00:15,96,75,NO
"Will the high temp in Chicago be 80-81° on Jun 8, 2025?",Chicago,2025-06-08,between,80,81,,33.00,70.00,2025-06-07 21:00:15,81,60,YES
"Will the **high temp in Denver** be 72-73° on Jun 8, 2025?",Denver,2025-06-08,between,72,73,,39.00,66.00,2025-06-07 21:00:14,70,52,NO
"Will the **high temp in LA** be 69-70° on Jun 8, 2025?",Los Angeles,2025-06-08,between,69,70,,48.00,58.00,2025-06-07 21:00:14,69,59,YES
"Will the **high temp in Miami** be 89-90° on Jun 8, 2025?",Miami,2025-06-08,between,89,90,,46.00,58.00,2025-06-07 21:00:15,91,78,NO
"Will the **high temp in NYC** be 74-75° on Jun 8, 2025?",New York,2025-06-08,between,74,75,,46.00,60.00,2025-06-07 21:00:14,76,63,NO
"Will the **high temp in Philadelphia** be <75° on Jun 8, 2025?",Philadelphia,2025-06-08,less,,75,,52.00,53.00,2025-06-07 21:00:15,75,65,NO
